Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
123019.0,2.0524996805031,0.060449414980936,-1.81751473376463,0.237443343461526,0.569073407411158,-0.399897061488109,0.0394659083997441,-0.0396566205047714,0.336843730515502,-0.192935588664782,0.773522590924576,0.448703802329128,-0.511747877586674,-0.557454046136053,-0.413996204232099,0.624627374369719,0.146194204915175,0.350890285073266,0.457600287480717,-0.170035688826364,-0.338609283806141,-0.93119252124858,0.297276910939364,0.17090974326886,-0.267114935931409,0.174362386847052,-0.0704595198220806,-0.0447926441160896,1.79,0
158912.0,1.38275035873985,-1.27666217455325,-0.511668140580015,0.701117346627782,-1.22257560601439,-0.858149029998718,-0.124059454022509,-0.182139363609606,1.35100163159984,-0.341817454643273,-0.421630572226268,0.490335578263525,-0.0984000914095531,0.155347340844653,1.14531699141128,0.0280969937424013,-0.440805578080048,0.234267693537537,-0.652403265753071,0.337953290867795,0.437405350946972,0.780788455730887,-0.077573492565887,0.411185376632493,-0.250585730277798,-0.615434387370351,0.0054946321746662,0.0223820466672063,302.6,0
149756.0,-0.43248197265346,1.08198092829566,0.171094784663979,-0.321630251315818,0.306045989372754,-0.994094898187016,0.67540037071505,0.163539003376014,-0.562084385372401,-0.77790728661087,-1.16107163066759,0.338265904721727,0.440626702692119,0.472113013398767,-0.207837607219038,-0.183926537463659,-0.10693985809421,-0.597447620342306,0.569985639663328,-0.157919601098821,-0.131099243525622,-0.428635091233244,0.0547974937234195,-0.0925897520008976,-0.731518744085562,0.191028539584375,0.0105566036001902,0.110360401666798,1.98,0
80415.0,1.05519795171821,-0.153972464398738,0.798334332426217,1.37907810509704,-0.339946825557826,0.800795791837719,-0.450215454575618,0.322823593414184,0.603171574239152,-0.101738833702525,0.585439069169851,1.3470876708348,-0.0531100937489848,-0.246407463991729,-1.39841112037688,-0.534036635193677,0.0599715562261097,-0.305281769897619,0.148709053258618,-0.120658631406819,-0.0390882482569025,0.184932612045182,-0.146298754951105,-0.278847768412313,0.62530110208683,-0.257718787301642,0.0658802655707062,0.0133805164246948,30.85,0
61884.0,-0.772620438539798,0.695461750980414,1.1540063366379,-1.93218293997301,0.0301292246359414,-1.43154137462775,0.948674744688202,-0.327937259815159,0.599803802700772,-1.36261648336187,-0.309066859651209,0.495842251816679,0.162057794533684,0.155221603213805,0.916891901532065,-0.435527466770306,-0.461781022416887,-0.171219785853652,0.137843972514037,-0.17313773474485,-0.0337533752938674,-0.11912129214461,-0.0795180460256534,0.378554796494155,-0.0179297024411025,-0.913381941842003,-0.13548071802814,0.15228533300393,15.2,0
168006.0,-0.0630677014714382,1.08784468358177,2.17427672768674,4.51181743348442,-0.214493285200998,1.25584568685194,0.0891925751537318,0.225586604971589,-1.65019363076301,1.29938513428446,-0.663649732692228,0.208943580048919,1.85904345676422,-0.497168388266889,0.860102118674103,0.263213960009572,-0.10885363203815,0.320269658870957,0.747114116167644,0.452544452712532,0.243167684106662,0.716046760735223,0.341849764590874,1.15299987631009,-1.25819811163076,0.0973882016535289,0.279597994547874,0.26676670958267,80.93,0
72877.0,-0.107349622196312,0.61874988587746,0.315207985390753,-1.4990392307786,0.325563410262283,-0.349822852452028,0.615545239009772,-0.228980508296367,-1.569894321496,-0.133246670820371,-1.08535414530128,-1.04175592286849,1.05285244123897,-1.32394052353892,0.563917777946347,1.66227012174415,0.484987824136169,-0.988407609570591,1.30785520214904,0.218530931113323,-0.338186156023645,-1.15162682636537,-0.0961985982914278,-1.12222157518619,-0.0309689439520185,-0.61031819267719,-0.0843092073272413,0.0194891943384493,46.65,0
117678.0,1.91605475857537,-0.421208795261063,-0.467420066331016,0.473632530454764,-0.393467581053267,-0.106717608636498,-0.479701406778173,0.0176975264935736,0.983829754100791,-0.0111801203356978,-0.841398136392364,0.54117100073733,0.53465414123004,-0.168172813545142,0.574112584406918,0.418651657837407,-0.582496802663872,-0.404049954131059,-0.195219557868944,-0.0681627110158193,-0.183501267303122,-0.517919279956885,0.394245518358786,0.592160404100098,-0.556160202073893,-0.0507019809009974,-0.0195116895948681,-0.0247578129201872,49.99,0
125801.0,-5.16682343125804,6.238364561122,-4.83864873892235,-1.98547060822344,1.21731474778637,-2.85205061801239,2.5115581868759,-1.30389018882983,5.71246957915465,7.45450778543815,1.49553316825493,-1.27778785153,-1.0133578572858,-6.71117439111226,0.87927075629092,-0.181602057447399,2.19359303220437,0.948101014645245,-1.76003462715233,3.93238762495631,-1.13749550915806,-0.323973882073032,-0.0798545026144375,-0.413561488033224,1.09888957079623,0.0212720839542129,1.81469116800932,0.139676441975919,1.0,0
42458.0,1.15325078337495,-0.0238398048590767,0.244024102304646,1.22310303736185,-0.162655703544958,0.260171128661284,-0.225547022637318,0.30133795076952,0.450955311221413,0.124196196518482,0.423097172453804,-0.28171670570871,-2.7780579843677,0.762833016552194,-0.484705439543436,-0.309637797563192,0.0437279334052576,-0.0565512181520539,0.0644006923052528,-0.34787740989706,-0.104911680274995,-0.214743018632053,-0.0793495751838249,-0.3721170424004,0.589852534289276,-0.299981790102986,0.0196275096436005,-0.0041518493787955,2.99,0
